transaction_id,customer_id,product_category,purchase_amount,payment_method,purchase_date
T002334,C5874,Toys,151.95,Gift Card,6/1/2025
T002335,C3866,Toys,90.47,Gift Card,4/29/2025
T002336,C2263,Electronics,22.28,Crypto,9/19/2024
T002337,C9341,Clothing,61.98,Gift Card,12/21/2024
T002338,C2128,Beauty,50.67,Crypto,7/1/2024
T002339,C5896,Beauty,8.69,Crypto,4/21/2025
T002340,C7060,Beauty,314.37,Crypto,4/27/2025
T002341,C3709,Beauty,24.34,Credit Card,12/25/2024
T002342,C2607,Toys,6.54,PayPal,8/29/2024
T002343,C7410,Clothing,84.22,PayPal,5/6/2025
T002344,C9750,Clothing,45.46,Gift Card,1/4/2025
T002345,C7684,Beauty,4.48,Credit Card,7/4/2024
T002346,C9257,Beauty,191.15,Credit Card,2/13/2025
T002347,C1756,Clothing,29.32,Credit Card,12/21/2024
T002348,C2348,Electronics,40.54,Gift Card,9/21/2024
T002349,C2047,Home,50.97,PayPal,6/30/2024
T002350,C5397,Clothing,28.48,PayPal,12/9/2024
T002351,C1851,Toys,132.64,PayPal,8/22/2024
T002352,C3960,Toys,57.72,PayPal,12/19/2024
T002353,C3233,Beauty,119.61,Gift Card,4/13/2025
T002354,C1104,Electronics,75.48,Crypto,12/31/2024
T002355,C8755,Beauty,91.19,Crypto,6/4/2025
T002356,C1137,Beauty,11.18,Crypto,7/18/2024
T002357,C9877,Home,59.04,Gift Card,4/13/2025
T002358,C3563,Toys,195.92,PayPal,3/15/2025
T002359,C4962,Home,106.42,PayPal,4/2/2025
T002360,C3931,Beauty,10.11,Crypto,5/17/2025
T002361,C1267,Toys,94.24,PayPal,10/18/2024
T002362,C1563,Toys,131.94,Crypto,4/10/2025
T002363,C1626,Beauty,22.63,PayPal,6/5/2025
T002364,C5545,Toys,58.99,Credit Card,4/13/2025
T002365,C2800,Electronics,20.06,Crypto,8/5/2024
T002366,C1778,Beauty,127.4,PayPal,2/14/2025
T002367,C6734,Clothing,44.43,Crypto,1/9/2025
T002368,C8721,Electronics,36.5,Crypto,2/27/2025
T002369,C9300,Toys,104.36,Gift Card,5/4/2025
T002370,C1555,Clothing,211.17,PayPal,2/8/2025
T002371,C9822,Electronics,353.99,Credit Card,3/16/2025
T002372,C4992,Toys,18.4,Credit Card,3/18/2025
T002373,C2114,Beauty,125.05,PayPal,10/19/2024
T002374,C7642,Electronics,207.27,PayPal,12/10/2024
T002375,C5376,Electronics,110.06,Gift Card,3/29/2025
T002376,C2801,Toys,39.17,PayPal,1/1/2025
T002377,C7164,Toys,138.41,PayPal,6/25/2025
T002378,C9150,Toys,3.66,PayPal,11/20/2024
T002379,C6012,Toys,4.46,Credit Card,8/16/2024
T002380,C6731,Beauty,21.06,Crypto,1/13/2025
T002381,C1317,Home,58.69,PayPal,6/30/2024
T002382,C6959,Beauty,164.66,Credit Card,7/5/2024
T002383,C3109,Home,110.17,Crypto,3/4/2025
T002384,C1182,Beauty,66.18,Crypto,6/11/2025
T002385,C6107,Toys,46.28,Credit Card,5/28/2025
T002386,C7326,Toys,56.75,Gift Card,11/14/2024
T002387,C7841,Electronics,99,Crypto,2/19/2025
T002388,C4323,Toys,8.78,PayPal,2/9/2025
T002389,C9575,Clothing,192,Crypto,6/13/2025
T002390,C1558,Toys,75.96,Credit Card,3/7/2025
T002391,C3248,Home,71.95,Gift Card,10/27/2024
T002392,C1572,Electronics,224.39,Crypto,3/29/2025
T002393,C4333,Home,13.7,Crypto,2/16/2025
T002394,C5373,Home,99.63,Crypto,3/21/2025
T002395,C4797,Beauty,30.44,Credit Card,1/6/2025
T002396,C1229,Clothing,106.27,Credit Card,11/6/2024
T002397,C8693,Beauty,10.31,PayPal,7/21/2024
T002398,C2075,Home,42.85,Gift Card,10/24/2024
T002399,C2718,Electronics,0.76,Gift Card,5/4/2025
T002400,C2475,Home,120.29,Gift Card,12/19/2024
T002401,C7900,Electronics,25.14,Credit Card,4/14/2025
T002402,C1757,Beauty,72.71,PayPal,3/9/2025
T002403,C5372,Electronics,6.54,Credit Card,2/21/2025
T002404,C5996,Electronics,102.13,Credit Card,12/7/2024
T002405,C4672,Electronics,29.84,Credit Card,4/20/2025
T002406,C8137,Home,85.78,Crypto,4/1/2025
T002407,C4470,Clothing,18.81,PayPal,12/14/2024
T002408,C9766,Home,19.02,Crypto,11/11/2024
T002409,C6061,Beauty,43.13,Credit Card,8/25/2024
T002410,C9347,Beauty,51.75,PayPal,7/29/2024
T002411,C8302,Home,12.74,Crypto,4/21/2025
T002412,C5572,Electronics,2.13,Credit Card,10/4/2024
T002413,C1899,Beauty,40.24,PayPal,11/5/2024
T002414,C4052,Home,143.01,PayPal,5/13/2025
T002415,C6682,Toys,40.74,Credit Card,3/28/2025
T002416,C2217,Electronics,97.42,Crypto,12/21/2024
T002417,C1835,Home,8.77,Credit Card,2/14/2025
T002418,C5873,Toys,95.9,Credit Card,10/3/2024
T002419,C4050,Toys,90.88,Gift Card,5/14/2025
T002420,C6077,Clothing,59.99,Crypto,2/3/2025
T002421,C1843,Clothing,134.13,PayPal,9/16/2024
T002422,C7266,Clothing,16.88,PayPal,8/10/2024
T002423,C4471,Home,17.71,Gift Card,10/7/2024
T002424,C2577,Electronics,81.3,PayPal,8/30/2024
T002425,C4173,Toys,54.19,Credit Card,4/20/2025
T002426,C4115,Home,127.86,Credit Card,5/18/2025
T002427,C6245,Home,183.4,Gift Card,12/12/2024
T002428,C5862,Clothing,242.67,PayPal,5/2/2025
T002429,C7565,Home,238.23,Credit Card,2/13/2025
T002430,C1683,Toys,9.28,Crypto,12/18/2024
T002431,C9497,Home,24.06,Crypto,10/30/2024
T002432,C4101,Home,44.25,Gift Card,10/7/2024
T002433,C7646,Clothing,7.67,PayPal,4/14/2025
T002434,C9989,Home,146.3,PayPal,4/18/2025
T002435,C9654,Beauty,285.49,PayPal,10/24/2024
T002436,C4871,Home,58.61,Credit Card,4/19/2025
T002437,C9159,Clothing,70.23,Gift Card,8/21/2024
T002438,C3459,Toys,61.08,Gift Card,4/7/2025
T002439,C9444,Electronics,32.61,Crypto,8/18/2024
T002440,C5027,Toys,16.33,Gift Card,7/22/2024
T002441,C8763,Home,21.57,Gift Card,5/15/2025
T002442,C4028,Home,18.1,Crypto,6/28/2024
T002443,C8591,Home,28.77,Gift Card,2/5/2025
T002444,C7800,Home,236.11,Gift Card,1/7/2025
T002445,C7112,Toys,129.88,Credit Card,4/16/2025
T002446,C1176,Electronics,27.72,Credit Card,5/18/2025
T002447,C2219,Clothing,42.98,Gift Card,6/30/2024
T002448,C5714,Electronics,211.93,Credit Card,3/6/2025
T002449,C2969,Toys,84.31,Credit Card,9/15/2024
T002450,C9197,Beauty,23.16,PayPal,9/7/2024
T002451,C6982,Clothing,144.77,PayPal,11/10/2024
T002452,C5834,Clothing,17.16,Crypto,6/2/2025
T002453,C4119,Electronics,227.43,Credit Card,5/8/2025
T002454,C5872,Beauty,28.49,Credit Card,3/9/2025
T002455,C4174,Home,6.69,Gift Card,3/12/2025
T002456,C8357,Home,63.62,PayPal,3/14/2025
T002457,C9171,Home,5.03,Gift Card,7/3/2024
T002458,C5052,Toys,110.17,Crypto,7/21/2024
T002459,C7285,Clothing,32.64,Credit Card,12/29/2024
T002460,C9910,Beauty,22.02,Credit Card,10/31/2024
T002461,C7980,Toys,28.85,Crypto,2/4/2025
T002462,C7636,Beauty,12.59,Credit Card,9/1/2024
T002463,C5503,Home,6.5,PayPal,8/15/2024
T002464,C2994,Electronics,93.47,Gift Card,2/25/2025
T002465,C3482,Home,60.9,PayPal,6/1/2025
T002466,C8482,Beauty,201.35,Crypto,2/27/2025
T002467,C7151,Electronics,92.87,Credit Card,6/21/2025
T002468,C8802,Electronics,51.79,Crypto,1/27/2025
T002469,C8305,Beauty,106.56,Gift Card,10/24/2024
T002470,C2134,Toys,69.37,Crypto,9/17/2024
T002471,C1290,Toys,104.91,PayPal,8/24/2024
T002472,C1942,Electronics,15.88,PayPal,10/29/2024
T002473,C5864,Clothing,86.63,PayPal,9/19/2024
T002474,C3085,Toys,46.17,Credit Card,1/31/2025
T002475,C1767,Electronics,45.22,Crypto,10/8/2024
T002476,C8704,Home,32.83,PayPal,1/15/2025
T002477,C8127,Home,48.6,Gift Card,2/20/2025
T002478,C5737,Toys,40.01,Crypto,4/30/2025
T002479,C1866,Clothing,76.07,Crypto,12/29/2024
T002480,C4342,Clothing,200.02,Gift Card,8/29/2024
T002481,C6147,Clothing,81.29,Gift Card,9/1/2024
T002482,C1782,Toys,39.88,Gift Card,4/8/2025
T002483,C5878,Beauty,43.18,Credit Card,4/7/2025
T002484,C1368,Beauty,27.22,Credit Card,5/22/2025
T002485,C2459,Electronics,52.59,Credit Card,12/2/2024
T002486,C4519,Toys,15.39,Credit Card,5/26/2025
T002487,C2181,Toys,22.91,PayPal,12/22/2024
T002488,C3404,Beauty,1.23,Crypto,6/2/2025
T002489,C5563,Home,87.54,PayPal,6/25/2025
T002490,C5425,Toys,60.68,Crypto,10/15/2024
T002491,C8585,Beauty,57.06,Credit Card,4/12/2025
T002492,C4611,Home,36.49,PayPal,10/31/2024
T002493,C1998,Electronics,22.45,Gift Card,3/1/2025
T002494,C3029,Clothing,22.85,Crypto,6/30/2024
T002495,C2166,Electronics,27.15,Credit Card,2/22/2025
T002496,C3392,Beauty,130.41,PayPal,11/20/2024
T002497,C9819,Electronics,249.86,Credit Card,1/25/2025
T002498,C6856,Clothing,50.82,Gift Card,6/27/2025
T002499,C5676,Electronics,50.92,Credit Card,3/19/2025
T002500,C9382,Electronics,61.2,Crypto,7/25/2024
T002501,C8765,Home,347.8,Credit Card,3/27/2025
T002502,C9085,Electronics,18.4,Credit Card,3/25/2025
T002503,C8865,Beauty,16.81,Gift Card,10/8/2024
T002504,C5080,Beauty,172.51,Crypto,1/26/2025
T002505,C7543,Home,157.47,Crypto,7/3/2024
T002506,C6767,Electronics,84.63,Gift Card,12/2/2024
T002507,C7197,Home,47.94,Crypto,9/7/2024
T002508,C9226,Clothing,6.84,Gift Card,5/18/2025
T002509,C3976,Home,9.59,PayPal,2/23/2025
T002510,C8230,Clothing,89.01,Credit Card,5/28/2025
T002511,C3149,Electronics,2.58,Crypto,12/19/2024
T002512,C9864,Beauty,178.82,Gift Card,8/3/2024
T002513,C8551,Electronics,152.36,Crypto,3/30/2025
T002514,C7150,Toys,149.06,Crypto,1/13/2025
T002515,C8864,Toys,64.65,Crypto,10/17/2024
T002516,C9673,Electronics,248.69,Gift Card,5/8/2025
T002517,C2183,Electronics,19.27,Crypto,2/1/2025
T002518,C2459,Beauty,87.49,Crypto,1/20/2025
T002519,C6365,Clothing,77.85,Gift Card,7/29/2024
T002520,C6955,Clothing,54.04,Gift Card,3/18/2025
T002521,C7488,Beauty,74.06,Gift Card,1/13/2025
T002522,C6442,Toys,97.09,Credit Card,8/8/2024
T002523,C2893,Toys,19.55,Gift Card,4/21/2025
T002524,C9569,Beauty,44.36,Gift Card,5/25/2025
T002525,C2959,Electronics,58.73,Crypto,12/15/2024
T002526,C6454,Home,30.52,PayPal,12/5/2024
T002527,C9188,Toys,100.18,Crypto,10/23/2024
T002528,C4074,Clothing,18.31,Credit Card,9/3/2024
T002529,C3688,Clothing,37.02,PayPal,1/14/2025
T002530,C8490,Home,126.48,Credit Card,10/15/2024
T002531,C2981,Electronics,84.48,Gift Card,5/15/2025
T002532,C8762,Clothing,276.95,PayPal,9/10/2024
T002533,C2279,Home,82.86,PayPal,11/14/2024
T002534,C1004,Clothing,23.86,PayPal,11/22/2024
T002535,C7940,Home,178.96,Crypto,6/18/2025
T002536,C2311,Toys,143.51,Gift Card,1/15/2025
T002537,C6446,Home,8,Credit Card,6/16/2025
T002538,C8031,Beauty,13.16,Gift Card,6/7/2025
T002539,C5947,Electronics,290.29,PayPal,10/13/2024
T002540,C3345,Clothing,20.59,PayPal,11/6/2024
T002541,C2774,Home,33.08,Crypto,9/28/2024
T002542,C3479,Home,114.97,PayPal,8/26/2024
T002543,C3864,Home,101.35,Gift Card,7/26/2024
T002544,C4342,Toys,71.74,PayPal,2/9/2025
T002545,C9758,Beauty,3.62,Credit Card,3/15/2025
T002546,C9943,Toys,17.23,PayPal,4/24/2025
T002547,C2669,Clothing,5.34,PayPal,8/27/2024
T002548,C3583,Beauty,74.84,Gift Card,6/27/2025
T002549,C5038,Home,240.34,PayPal,5/26/2025
T002550,C9069,Home,155.23,Credit Card,11/2/2024
T002551,C4320,Clothing,24.29,Gift Card,9/27/2024
T002552,C2639,Clothing,90.99,PayPal,3/28/2025
T002553,C6740,Electronics,125.85,Gift Card,12/6/2024
T002554,C7952,Home,92.26,PayPal,9/10/2024
T002555,C7170,Clothing,13.16,Gift Card,10/16/2024
T002556,C9239,Home,12.41,Gift Card,1/4/2025
T002557,C5359,Clothing,40.29,Crypto,12/10/2024
T002558,C3171,Toys,36.27,Crypto,9/9/2024
T002559,C7346,Beauty,14.48,Credit Card,3/22/2025
T002560,C1073,Home,13.09,PayPal,6/14/2025
T002561,C6973,Clothing,6.41,Crypto,4/19/2025
T002562,C5045,Home,121.09,Crypto,3/5/2025
T002563,C1401,Home,81.41,Gift Card,11/5/2024
T002564,C4286,Electronics,1.59,Crypto,3/2/2025
T002565,C9576,Home,95.08,Gift Card,9/17/2024
T002566,C3913,Electronics,90.58,Credit Card,12/6/2024
T002567,C8882,Toys,60.42,Credit Card,10/10/2024
T002568,C8094,Electronics,91.44,Gift Card,8/1/2024
T002569,C7761,Toys,14.88,PayPal,9/1/2024
T002570,C6671,Clothing,151.76,PayPal,2/25/2025
T002571,C8128,Electronics,52.56,Crypto,8/15/2024
T002572,C7923,Clothing,59.04,Crypto,6/18/2025
T002573,C9527,Beauty,7.65,Gift Card,2/20/2025
T002574,C9925,Clothing,99.43,Gift Card,1/20/2025
T002575,C1578,Beauty,46.89,PayPal,11/12/2024
T002576,C8607,Electronics,9.04,Gift Card,9/25/2024
T002577,C7930,Electronics,41.09,Credit Card,8/4/2024
T002578,C3775,Beauty,82.3,Credit Card,5/22/2025
T002579,C5588,Toys,157.82,Credit Card,12/17/2024
T002580,C7449,Electronics,2.18,Crypto,1/30/2025
T002581,C7041,Home,63.03,Credit Card,9/19/2024
T002582,C5878,Home,378.71,Credit Card,7/10/2024
T002583,C8200,Toys,19.24,Gift Card,12/22/2024
T002584,C4076,Clothing,51.95,Crypto,2/1/2025
T002585,C9107,Toys,196.06,Credit Card,4/18/2025
T002586,C3415,Clothing,125.1,Gift Card,3/4/2025
T002587,C3741,Clothing,78.91,Credit Card,1/19/2025
T002588,C4914,Toys,42.69,Credit Card,2/21/2025
T002589,C6912,Beauty,17.68,Gift Card,12/22/2024
T002590,C9041,Home,5.63,Crypto,2/1/2025
T002591,C2616,Toys,171.16,PayPal,5/11/2025
T002592,C4521,Clothing,29.07,Gift Card,6/29/2024
T002593,C9906,Home,72.27,Credit Card,2/3/2025
T002594,C2511,Beauty,24.91,PayPal,5/29/2025
T002595,C3757,Electronics,23.43,Credit Card,12/18/2024
T002596,C4653,Toys,175.72,Credit Card,8/25/2024
T002597,C8415,Clothing,366.05,Gift Card,6/27/2025
T002598,C3419,Electronics,121.92,Gift Card,7/31/2024
T002599,C6497,Electronics,19.6,Credit Card,12/27/2024
T002600,C9655,Beauty,226.42,PayPal,11/9/2024
T002601,C7155,Toys,74.17,PayPal,6/12/2025
T002602,C9574,Clothing,23.8,PayPal,1/7/2025
T002603,C9012,Home,107.97,PayPal,5/25/2025
T002604,C8260,Electronics,59.77,Gift Card,7/19/2024
T002605,C1712,Beauty,89.58,Credit Card,11/4/2024
T002606,C8615,Toys,58.34,Credit Card,2/8/2025
T002607,C3376,Clothing,11.7,Credit Card,3/21/2025
T002608,C2306,Toys,126.43,Credit Card,9/23/2024
T002609,C1327,Home,49.23,Crypto,2/10/2025
T002610,C7567,Electronics,51.01,Crypto,7/28/2024
T002611,C4148,Home,140.18,Credit Card,9/21/2024
T002612,C9069,Beauty,148.04,Credit Card,3/31/2025
T002613,C5267,Toys,92.83,Credit Card,8/19/2024
T002614,C5402,Electronics,84.81,Credit Card,12/20/2024
T002615,C9316,Beauty,41.52,Credit Card,6/27/2025
T002616,C6714,Clothing,58.73,PayPal,4/9/2025
T002617,C1102,Electronics,32.31,Credit Card,1/13/2025
T002618,C4591,Home,183.67,Credit Card,7/20/2024
T002619,C6322,Beauty,4.83,PayPal,3/21/2025
T002620,C5595,Toys,21,PayPal,11/22/2024
T002621,C1713,Electronics,116.36,Crypto,1/11/2025
T002622,C3528,Toys,5.22,PayPal,6/19/2025
T002623,C5362,Clothing,68.59,Credit Card,4/28/2025
T002624,C4537,Clothing,111.87,Credit Card,8/18/2024
T002625,C7741,Home,88.99,Credit Card,2/4/2025
T002626,C4627,Clothing,21.83,PayPal,4/1/2025
T002627,C9697,Toys,68.82,Credit Card,7/18/2024
T002628,C6093,Home,5.46,Crypto,12/7/2024
T002629,C7190,Beauty,34.84,Credit Card,1/14/2025
T002630,C6894,Home,42.86,Crypto,8/5/2024
T002631,C3108,Electronics,77.65,Credit Card,9/11/2024
T002632,C3396,Clothing,5.76,PayPal,1/20/2025
T002633,C7616,Home,1.46,PayPal,4/12/2025
T002634,C5259,Toys,108.78,Gift Card,5/25/2025
T002635,C8579,Clothing,72.32,Crypto,11/22/2024
T002636,C6842,Electronics,25.37,PayPal,8/15/2024
T002637,C4986,Home,58.18,Credit Card,10/13/2024
T002638,C8660,Beauty,106.65,Gift Card,7/28/2024
T002639,C1675,Beauty,4.59,Gift Card,6/7/2025
T002640,C7128,Toys,37.19,PayPal,11/3/2024
T002641,C3956,Toys,19.25,Gift Card,11/12/2024
T002642,C8705,Home,13.93,Gift Card,3/4/2025
T002643,C2535,Beauty,0.46,Credit Card,6/6/2025
T002644,C1585,Beauty,112.93,Gift Card,3/21/2025
T002645,C1649,Home,10.87,PayPal,11/16/2024
T002646,C9563,Toys,64.07,PayPal,5/13/2025
T002647,C7823,Home,12.44,Credit Card,1/9/2025
T002648,C2039,Beauty,64.91,PayPal,3/21/2025
T002649,C5408,Electronics,35.51,Crypto,5/10/2025
T002650,C5413,Home,24.53,Crypto,6/23/2025
T002651,C4496,Beauty,30.53,Crypto,2/22/2025
T002652,C2647,Beauty,101.45,Crypto,12/15/2024
T002653,C8926,Beauty,20.92,Credit Card,2/14/2025
T002654,C5216,Home,60.71,Gift Card,9/1/2024
T002655,C2811,Electronics,102.18,PayPal,3/2/2025
T002656,C2262,Electronics,68.62,PayPal,10/16/2024
T002657,C9933,Home,125.26,Credit Card,8/3/2024
T002658,C7757,Electronics,28.68,Crypto,11/10/2024
T002659,C1167,Electronics,19.29,Crypto,9/21/2024
T002660,C2199,Toys,106.59,Gift Card,1/1/2025
T002661,C7114,Home,36.34,Gift Card,3/13/2025
T002662,C6877,Clothing,48.35,Gift Card,6/8/2025
T002663,C4895,Toys,52.88,Credit Card,9/23/2024
T002664,C9149,Clothing,137.63,Gift Card,10/12/2024
T002665,C9551,Home,8.63,Credit Card,10/20/2024
T002666,C3403,Clothing,73.57,Credit Card,3/1/2025
T002667,C3772,Clothing,230.05,Crypto,5/27/2025
T002668,C2045,Beauty,14.54,Crypto,8/26/2024
T002669,C1177,Electronics,315,PayPal,9/27/2024
T002670,C7368,Toys,64.75,Credit Card,4/26/2025
T002671,C5439,Home,12.99,Credit Card,1/21/2025
T002672,C2788,Beauty,149.56,Credit Card,3/12/2025
T002673,C6144,Home,55.61,Credit Card,9/15/2024
T002674,C9168,Beauty,125.68,Gift Card,9/8/2024
T002675,C2617,Electronics,72.3,Crypto,2/2/2025
T002676,C5669,Toys,336.23,Gift Card,4/4/2025
T002677,C7324,Home,149.72,Gift Card,12/11/2024
T002678,C9454,Clothing,39.67,Credit Card,10/30/2024
T002679,C6851,Beauty,65.49,Gift Card,6/2/2025
T002680,C2230,Electronics,323.86,Credit Card,2/2/2025
T002681,C6533,Toys,115.66,PayPal,9/20/2024
T002682,C5862,Clothing,12.83,Crypto,8/10/2024
T002683,C4248,Toys,117.29,Crypto,2/12/2025
T002684,C1287,Toys,17.18,Crypto,7/4/2024
T002685,C8827,Beauty,102.86,Credit Card,8/16/2024
T002686,C9386,Home,62.87,PayPal,3/6/2025
T002687,C5370,Electronics,128.97,Crypto,8/7/2024
T002688,C9308,Toys,159.76,Gift Card,10/6/2024
T002689,C9427,Beauty,30.8,Gift Card,7/15/2024
T002690,C2025,Electronics,177.91,Credit Card,2/12/2025
T002691,C8129,Clothing,63.93,Crypto,8/4/2024
T002692,C7269,Toys,190.71,Crypto,3/6/2025
T002693,C8564,Clothing,9.2,Crypto,4/3/2025
T002694,C7944,Toys,25.05,PayPal,12/7/2024
T002695,C4936,Clothing,8.56,Crypto,7/21/2024
T002696,C3724,Toys,148.64,Gift Card,11/17/2024
T002697,C7475,Toys,85.57,Gift Card,10/7/2024
T002698,C1966,Home,81.31,Crypto,3/8/2025
T002699,C2271,Toys,13.77,Credit Card,6/15/2025
T002700,C9451,Toys,13.4,Credit Card,11/30/2024
T002701,C7291,Home,95.22,Crypto,2/22/2025
T002702,C3433,Electronics,184.66,Gift Card,1/12/2025
T002703,C2929,Toys,48.16,Crypto,7/7/2024
T002704,C1779,Toys,98.36,Crypto,7/22/2024
T002705,C3644,Home,1.06,Crypto,10/25/2024
T002706,C1217,Electronics,32.22,Gift Card,5/7/2025
T002707,C9934,Beauty,192.49,PayPal,2/28/2025
T002708,C2180,Toys,19.56,Crypto,1/16/2025
T002709,C3949,Home,84.24,Crypto,1/25/2025
T002710,C3587,Toys,52.54,Gift Card,8/31/2024
T002711,C9593,Beauty,140.92,PayPal,6/22/2025
T002712,C2784,Home,40.79,Credit Card,8/27/2024
T002713,C8038,Clothing,181.09,Gift Card,9/4/2024
T002714,C4197,Toys,201.22,Gift Card,3/16/2025
T002715,C3600,Toys,157.42,Gift Card,3/25/2025
T002716,C7480,Beauty,36.77,Gift Card,9/9/2024
T002717,C5078,Beauty,218.72,Crypto,2/2/2025
T002718,C8998,Electronics,104.07,Gift Card,8/22/2024
T002719,C2377,Beauty,91.08,Credit Card,7/19/2024
T002720,C3098,Home,67.59,PayPal,11/7/2024
T002721,C3077,Clothing,17.48,Credit Card,7/15/2024
T002722,C4546,Beauty,59.63,Gift Card,9/28/2024
T002723,C4083,Toys,51.78,Gift Card,8/3/2024
T002724,C9864,Beauty,22.41,PayPal,1/4/2025
T002725,C8632,Electronics,166.63,Crypto,5/19/2025
T002726,C7815,Beauty,402.33,PayPal,7/9/2024
T002727,C3665,Toys,38.6,Gift Card,3/23/2025
T002728,C4469,Clothing,201.52,Crypto,10/18/2024
T002729,C7794,Electronics,0.11,Gift Card,1/25/2025
T002730,C8230,Electronics,28.46,Credit Card,1/8/2025
T002731,C9388,Electronics,45.82,PayPal,9/27/2024
T002732,C7384,Toys,58.76,PayPal,4/24/2025
T002733,C4029,Beauty,40.32,Gift Card,11/18/2024
T002734,C1137,Toys,27.7,Crypto,5/22/2025
T002735,C4283,Home,7.28,Credit Card,10/11/2024
T002736,C2248,Toys,47.64,Gift Card,8/14/2024
T002737,C8534,Toys,273.78,Credit Card,5/6/2025
T002738,C3829,Toys,1.41,Credit Card,9/2/2024
T002739,C8172,Clothing,21.77,Credit Card,2/1/2025
T002740,C1405,Clothing,65.91,Gift Card,10/11/2024
T002741,C9463,Home,368.16,Gift Card,10/10/2024
T002742,C1450,Electronics,0.46,Credit Card,1/11/2025
T002743,C9160,Toys,12.38,Credit Card,4/12/2025
T002744,C3968,Electronics,42.08,Gift Card,3/31/2025
T002745,C8249,Beauty,56.77,Gift Card,7/31/2024
T002746,C1531,Electronics,92.32,Credit Card,1/3/2025
T002747,C3127,Home,223.58,PayPal,1/1/2025
T002748,C1510,Toys,18.68,Credit Card,7/6/2024
T002749,C5220,Electronics,83.92,Crypto,9/28/2024
T002750,C5543,Beauty,53.61,PayPal,6/19/2025
T002751,C5599,Electronics,8.14,Gift Card,8/24/2024
T002752,C8167,Electronics,6.55,Crypto,4/16/2025
T002753,C5497,Beauty,41.36,Crypto,4/26/2025
T002754,C4957,Electronics,0.94,Gift Card,6/26/2025
T002755,C6198,Home,263.47,PayPal,7/19/2024
T002756,C9374,Toys,109.28,Credit Card,11/17/2024
T002757,C8929,Toys,261.65,Credit Card,9/6/2024
T002758,C1672,Toys,33.91,PayPal,12/20/2024
T002759,C3340,Electronics,7.84,Crypto,7/30/2024
T002760,C3309,Toys,20.59,Credit Card,10/10/2024
T002761,C6842,Clothing,21.04,Gift Card,3/13/2025
T002762,C1926,Beauty,37.11,Crypto,6/22/2025
T002763,C4076,Clothing,88.49,Gift Card,1/31/2025
T002764,C5399,Clothing,39.22,Credit Card,1/21/2025
T002765,C8181,Toys,113.34,PayPal,5/5/2025
T002766,C5358,Electronics,103.7,PayPal,1/2/2025
T002767,C7811,Electronics,76.28,Gift Card,11/28/2024
T002768,C2918,Clothing,114.59,Credit Card,9/24/2024
T002769,C9375,Toys,75.5,Credit Card,3/20/2025
T002770,C8725,Home,11.92,Credit Card,10/27/2024
T002771,C6259,Home,5.75,PayPal,9/21/2024
T002772,C2095,Clothing,16.14,PayPal,10/24/2024
T002773,C3810,Beauty,86.44,Credit Card,5/23/2025
T002774,C2685,Clothing,583.71,Credit Card,4/24/2025
T002775,C2765,Electronics,20.52,Crypto,5/22/2025
T002776,C1348,Beauty,79.24,Gift Card,12/18/2024
T002777,C8908,Clothing,56.14,Credit Card,6/11/2025
T002778,C9928,Home,8.25,Gift Card,3/4/2025
T002779,C5666,Home,110.62,PayPal,8/16/2024
T002780,C8145,Clothing,30.81,Crypto,10/4/2024
T002781,C7799,Toys,98.48,Crypto,4/1/2025
T002782,C3222,Electronics,73.14,Credit Card,10/5/2024
T002783,C1374,Toys,20.19,PayPal,12/5/2024
T002784,C1035,Electronics,132.23,Credit Card,5/16/2025
T002785,C5488,Beauty,326.87,PayPal,4/30/2025
T002786,C8141,Beauty,34.74,Crypto,12/12/2024
T002787,C7698,Home,12.19,Credit Card,9/7/2024
T002788,C1186,Electronics,47.9,Credit Card,7/29/2024
T002789,C5434,Home,190.71,Gift Card,11/18/2024
T002790,C3207,Clothing,110.86,Credit Card,6/20/2025
T002791,C1106,Toys,123.06,PayPal,11/2/2024
T002792,C4321,Beauty,42,Crypto,5/4/2025
T002793,C1896,Electronics,12.29,Gift Card,6/11/2025
T002794,C1364,Beauty,206.22,Crypto,11/3/2024
T002795,C3206,Beauty,61.09,Credit Card,7/21/2024
T002796,C2295,Home,98.13,Credit Card,2/13/2025
T002797,C6194,Electronics,0.27,Credit Card,6/11/2025
T002798,C5704,Clothing,105.74,Gift Card,5/8/2025
T002799,C1457,Beauty,44.2,Gift Card,2/24/2025
T002800,C7726,Beauty,79.5,Crypto,10/23/2024
T002801,C1778,Clothing,62.4,Credit Card,9/6/2024
T002802,C4620,Beauty,65.39,Credit Card,9/1/2024
T002803,C1959,Toys,113.67,PayPal,3/12/2025
T002804,C8823,Toys,30.05,Crypto,9/26/2024
T002805,C6959,Home,5.39,Gift Card,9/11/2024
T002806,C7448,Toys,46.93,Credit Card,5/10/2025
T002807,C8907,Beauty,80.41,Credit Card,9/1/2024
T002808,C2187,Beauty,28.14,Gift Card,9/12/2024
T002809,C4731,Beauty,102.04,PayPal,7/31/2024
T002810,C1384,Beauty,182.48,Gift Card,1/6/2025
T002811,C4045,Beauty,28.43,Crypto,3/3/2025
T002812,C4811,Home,35.03,PayPal,7/22/2024
T002813,C8179,Beauty,167.86,Gift Card,1/5/2025
T002814,C9816,Electronics,142.53,Gift Card,2/2/2025
T002815,C8906,Toys,22.04,PayPal,9/28/2024
T002816,C8587,Clothing,45.35,Credit Card,1/14/2025
